segment,char_index,char,base_code_pair,base_code,type
17,24,␠,10 12,0x1210,punct_space_base_code
17,25,␠,10 12,0x1210,punct_space_base_code
17,26,␠,10 12,0x1210,punct_space_base_code
17,27,␠,10 12,0x1210,punct_space_base_code
17,28,␠,10 12,0x1210,punct_space_base_code
17,29,␠,10 12,0x1210,punct_space_base_code
17,30,␠,10 12,0x1210,punct_space_base_code
17,31,␠,10 12,0x1210,punct_space_base_code
17,32,␠,10 12,0x1210,punct_space_base_code
17,33,␠,10 12,0x1210,punct_space_base_code
17,34,␠,10 12,0x1210,punct_space_base_code
17,35,␠,10 12,0x1210,punct_space_base_code
17,36,␠,10 12,0x1210,punct_space_base_code
17,37,␠,10 12,0x1210,punct_space_base_code
17,38,␠,10 12,0x1210,punct_space_base_code
17,39,␠,10 12,0x1210,punct_space_base_code
17,40,␠,10 12,0x1210,punct_space_base_code
17,41,감,E0 17,0x17E0,hangul_base_code
17,42,독,D0 E5,0xE5D0,hangul_base_code
17,43,␠,10 12,0x1210,punct_space_base_code
17,44,␠,10 12,0x1210,punct_space_base_code
17,45,␠,10 12,0x1210,punct_space_base_code
17,46,␠,10 12,0x1210,punct_space_base_code
17,47,␠,10 12,0x1210,punct_space_base_code
17,48,하,50 E3,0xE350,hangul_base_code
17,49,야,00 6C,0x6C00,hangul_base_code
17,50,시,C0 3F,0x3FC0,hangul_base_code
17,51,␠,10 12,0x1210,punct_space_base_code
17,52,␠,10 12,0x1210,punct_space_base_code
17,53,히,60 E5,0xE560,hangul_base_code
17,54,로,D0 31,0x31D0,hangul_base_code
17,55,키,A0 E6,0xE6A0,hangul_base_code
17,56,␠,10 12,0x1210,punct_space_base_code
17,57,␠,10 12,0x1210,punct_space_base_code
17,58,␠,10 12,0x1210,punct_space_base_code
17,59,␠,10 12,0x1210,punct_space_base_code
17,60,␠,10 12,0x1210,punct_space_base_code
17,61,␠,10 12,0x1210,punct_space_base_code
17,62,␠,10 12,0x1210,punct_space_base_code
17,63,␠,10 12,0x1210,punct_space_base_code
17,64,␠,10 12,0x1210,punct_space_base_code
17,65,␠,10 12,0x1210,punct_space_base_code
17,66,␠,10 12,0x1210,punct_space_base_code
17,67,␠,10 12,0x1210,punct_space_base_code
17,68,␠,10 12,0x1210,punct_space_base_code
17,69,␠,10 12,0x1210,punct_space_base_code
17,70,␠,10 12,0x1210,punct_space_base_code
17,71,␠,10 12,0x1210,punct_space_base_code
17,72,␠,10 12,0x1210,punct_space_base_code
17,73,␠,10 12,0x1210,punct_space_base_code
17,74,␠,10 12,0x1210,punct_space_base_code
17,75,␠,10 12,0x1210,punct_space_base_code
17,76,␠,10 12,0x1210,punct_space_base_code
17,77,␠,10 12,0x1210,punct_space_base_code
17,78,␠,10 12,0x1210,punct_space_base_code
17,79,␠,10 12,0x1210,punct_space_base_code
17,80,␠,10 12,0x1210,punct_space_base_code
17,81,디,20 30,0x3020,hangul_base_code
17,82,자,00 DF,0xDF00,hangul_base_code
17,83,인,A0 DE,0xDEA0,hangul_base_code
17,84,␠,10 12,0x1210,punct_space_base_code
17,85,␠,10 12,0x1210,punct_space_base_code
17,86,␠,10 12,0x1210,punct_space_base_code
17,87,␠,10 12,0x1210,punct_space_base_code
17,88,하,50 E3,0xE350,hangul_base_code
17,89,야,00 6C,0x6C00,hangul_base_code
17,90,시,C0 3F,0x3FC0,hangul_base_code
17,91,␠,10 12,0x1210,punct_space_base_code
17,92,␠,10 12,0x1210,punct_space_base_code
17,93,히,60 E5,0xE560,hangul_base_code
17,94,로,D0 31,0x31D0,hangul_base_code
17,95,키,A0 E6,0xE6A0,hangul_base_code
17,96,␠,10 12,0x1210,punct_space_base_code
17,97,␠,10 12,0x1210,punct_space_base_code
17,98,␠,10 12,0x1210,punct_space_base_code
17,99,␠,10 12,0x1210,punct_space_base_code
17,100,␠,10 12,0x1210,punct_space_base_code
17,101,␠,10 12,0x1210,punct_space_base_code
17,102,␠,10 12,0x1210,punct_space_base_code
17,103,␠,10 12,0x1210,punct_space_base_code
17,104,␠,10 12,0x1210,punct_space_base_code
17,105,␠,10 12,0x1210,punct_space_base_code
17,106,␠,10 12,0x1210,punct_space_base_code
17,107,␠,10 12,0x1210,punct_space_base_code
17,108,다,C0 27,0x27C0,hangul_base_code
17,109,나,B0 24,0x24B0,hangul_base_code
17,110,카,80 E6,0xE680,hangul_base_code
17,111,␠,10 12,0x1210,punct_space_base_code
17,112,␠,10 12,0x1210,punct_space_base_code
17,113,츠,70 E6,0xE670,hangul_base_code
17,114,요,F0 C7,0xC7F0,hangul_base_code
17,115,시,C0 3F,0x3FC0,hangul_base_code
17,116,␠,10 12,0x1210,punct_space_base_code
17,117,␠,10 12,0x1210,punct_space_base_code
17,118,␠,10 12,0x1210,punct_space_base_code
17,119,␠,10 12,0x1210,punct_space_base_code
17,120,␠,10 12,0x1210,punct_space_base_code
17,121,␠,10 12,0x1210,punct_space_base_code
17,122,␠,10 12,0x1210,punct_space_base_code
17,123,␠,10 12,0x1210,punct_space_base_code
17,124,␠,10 12,0x1210,punct_space_base_code
17,125,␠,10 12,0x1210,punct_space_base_code
17,126,␠,10 12,0x1210,punct_space_base_code
17,127,␠,10 12,0x1210,punct_space_base_code
17,128,토,D0 E6,0xE6D0,hangul_base_code
17,129,리,70 34,0x3470,hangul_base_code
17,130,우,F0 CD,0xCDF0,hangul_base_code
17,131,미,50 39,0x3950,hangul_base_code
17,132,␠,10 12,0x1210,punct_space_base_code
17,133,히,60 E5,0xE560,hangul_base_code
17,134,로,D0 31,0x31D0,hangul_base_code
17,135,시,C0 3F,0x3FC0,hangul_base_code
17,136,␠,10 12,0x1210,punct_space_base_code
17,137,␠,10 12,0x1210,punct_space_base_code
17,138,␠,10 12,0x1210,punct_space_base_code
17,139,␠,10 12,0x1210,punct_space_base_code
17,140,␠,10 12,0x1210,punct_space_base_code
17,141,␠,10 12,0x1210,punct_space_base_code
17,142,␠,10 12,0x1210,punct_space_base_code
17,143,␠,10 12,0x1210,punct_space_base_code
17,144,␠,10 12,0x1210,punct_space_base_code
17,145,␠,10 12,0x1210,punct_space_base_code
17,146,␠,10 12,0x1210,punct_space_base_code
17,147,␠,10 12,0x1210,punct_space_base_code
17,148,이,90 DE,0xDE90,hangul_base_code
17,149,소,D0 3D,0x3DD0,hangul_base_code
17,150,다,C0 27,0x27C0,hangul_base_code
17,151,␠,10 12,0x1210,punct_space_base_code
17,152,␠,10 12,0x1210,punct_space_base_code
17,153,코,10 E2,0xE210,hangul_base_code
17,154,우,F0 CD,0xCDF0,hangul_base_code
17,155,지,10 E0,0xE010,hangul_base_code
17,156,␠,10 12,0x1210,punct_space_base_code
17,157,␠,10 12,0x1210,punct_space_base_code
17,158,␠,10 12,0x1210,punct_space_base_code
17,159,␠,10 12,0x1210,punct_space_base_code
17,END,␃,0F,0x000F,segment_end
18,0,␠,10 12,0x1210,punct_space_base_code
18,1,특,B0 E2,0xE2B0,hangul_base_code
18,2,수,30 3F,0x3F30,hangul_base_code
18,3,효,30 E7,0xE730,hangul_base_code
18,4,과,B0 20,0x20B0,hangul_base_code
18,5,␠,10 12,0x1210,punct_space_base_code
18,6,␠,10 12,0x1210,punct_space_base_code
18,7,하,50 E3,0xE350,hangul_base_code
18,8,나,B0 24,0x24B0,hangul_base_code
18,9,와,E0 9F,0x9FE0,hangul_base_code
18,10,␠,10 12,0x1210,punct_space_base_code
18,11,␠,10 12,0x1210,punct_space_base_code
18,12,카,80 E6,0xE680,hangul_base_code
18,13,츠,70 E6,0xE670,hangul_base_code
18,14,␠,10 12,0x1210,punct_space_base_code
18,15,␠,10 12,0x1210,punct_space_base_code
18,16,␠,10 12,0x1210,punct_space_base_code
18,17,␠,10 12,0x1210,punct_space_base_code
18,18,␠,10 12,0x1210,punct_space_base_code
18,19,␠,10 12,0x1210,punct_space_base_code
18,20,␠,10 12,0x1210,punct_space_base_code
18,21,␠,10 12,0x1210,punct_space_base_code
18,22,␠,10 12,0x1210,punct_space_base_code
18,23,␠,10 12,0x1210,punct_space_base_code
18,24,␠,10 12,0x1210,punct_space_base_code
18,25,␠,10 12,0x1210,punct_space_base_code
18,26,␠,10 12,0x1210,punct_space_base_code
18,27,␠,10 12,0x1210,punct_space_base_code
18,28,␠,10 12,0x1210,punct_space_base_code
18,29,␠,10 12,0x1210,punct_space_base_code
18,30,␠,10 12,0x1210,punct_space_base_code
18,31,␠,10 12,0x1210,punct_space_base_code
18,32,␠,10 12,0x1210,punct_space_base_code
18,33,␠,10 12,0x1210,punct_space_base_code
18,34,␠,10 12,0x1210,punct_space_base_code
18,35,␠,10 12,0x1210,punct_space_base_code
18,36,␠,10 12,0x1210,punct_space_base_code
18,37,␠,10 12,0x1210,punct_space_base_code
18,38,␠,10 12,0x1210,punct_space_base_code
18,39,␠,10 12,0x1210,punct_space_base_code
18,40,␠,10 12,0x1210,punct_space_base_code
18,41,타,20 E2,0xE220,hangul_base_code
18,42,이,90 DE,0xDE90,hangul_base_code
18,43,틀,C0 E2,0xE2C0,hangul_base_code
18,44,␠,10 12,0x1210,punct_space_base_code
18,45,␠,10 12,0x1210,punct_space_base_code
18,46,␠,10 12,0x1210,punct_space_base_code
18,47,하,50 E3,0xE350,hangul_base_code
18,48,야,00 6C,0x6C00,hangul_base_code
18,49,시,C0 3F,0x3FC0,hangul_base_code
18,50,␠,10 12,0x1210,punct_space_base_code
18,51,␠,10 12,0x1210,punct_space_base_code
18,52,히,60 E5,0xE560,hangul_base_code
18,53,로,D0 31,0x31D0,hangul_base_code
18,54,키,A0 E6,0xE6A0,hangul_base_code
18,55,␠,10 12,0x1210,punct_space_base_code
18,56,␠,10 12,0x1210,punct_space_base_code
18,57,␠,10 12,0x1210,punct_space_base_code
18,58,␠,10 12,0x1210,punct_space_base_code
18,END,␃,0F,0x000F,segment_end
19,0,␠,10 12,0x1210,punct_space_base_code
19,1,␠,10 12,0x1210,punct_space_base_code
19,2,␠,10 12,0x1210,punct_space_base_code
19,3,␠,10 12,0x1210,punct_space_base_code
19,4,■,30 14,0x1430,punct_space_base_code
19,5,␠,10 12,0x1210,punct_space_base_code
19,6,협,10 E7,0xE710,hangul_base_code
19,7,력,E0 E5,0xE5E0,hangul_base_code
19,8,␠,10 12,0x1210,punct_space_base_code
19,9,스,70 3F,0x3F70,hangul_base_code
19,10,태,40 E2,0xE240,hangul_base_code
19,11,프,10 E3,0xE310,hangul_base_code
19,12,␠,10 12,0x1210,punct_space_base_code
19,13,■,30 14,0x1430,punct_space_base_code
19,14,␠,10 12,0x1210,punct_space_base_code
19,15,␠,10 12,0x1210,punct_space_base_code
19,16,␠,10 12,0x1210,punct_space_base_code
19,17,␠,10 12,0x1210,punct_space_base_code
19,18,␠,10 12,0x1210,punct_space_base_code
19,19,␠,10 12,0x1210,punct_space_base_code
19,20,␠,10 12,0x1210,punct_space_base_code
19,21,␠,10 12,0x1210,punct_space_base_code
19,22,␠,10 12,0x1210,punct_space_base_code
19,23,␠,10 12,0x1210,punct_space_base_code
19,24,␠,10 12,0x1210,punct_space_base_code
19,25,␠,10 12,0x1210,punct_space_base_code
19,26,␠,10 12,0x1210,punct_space_base_code
19,27,␠,10 12,0x1210,punct_space_base_code
19,28,␠,10 12,0x1210,punct_space_base_code
19,29,␠,10 12,0x1210,punct_space_base_code
19,30,␠,10 12,0x1210,punct_space_base_code
19,31,␠,10 12,0x1210,punct_space_base_code
19,32,␠,10 12,0x1210,punct_space_base_code
19,33,␠,10 12,0x1210,punct_space_base_code
19,34,␠,10 12,0x1210,punct_space_base_code
19,35,␠,10 12,0x1210,punct_space_base_code
19,36,␠,10 12,0x1210,punct_space_base_code
19,37,␠,10 12,0x1210,punct_space_base_code
19,38,␠,10 12,0x1210,punct_space_base_code
19,39,␠,10 12,0x1210,punct_space_base_code
19,40,␠,10 12,0x1210,punct_space_base_code
19,41,디,20 30,0x3020,hangul_base_code
19,42,자,00 DF,0xDF00,hangul_base_code
19,43,인,A0 DE,0xDEA0,hangul_base_code
19,44,웍,40 E6,0xE640,hangul_base_code
19,45,스,70 3F,0x3F70,hangul_base_code
19,46,␠,10 12,0x1210,punct_space_base_code
19,47,␠,10 12,0x1210,punct_space_base_code
19,48,타,20 E2,0xE220,hangul_base_code
19,49,카,80 E6,0xE680,hangul_base_code
19,50,하,50 E3,0xE350,hangul_base_code
19,51,시,C0 3F,0x3FC0,hangul_base_code
19,52,␠,10 12,0x1210,punct_space_base_code
19,53,미,50 39,0x3950,hangul_base_code
19,54,츠,70 E6,0xE670,hangul_base_code
19,55,루,00 E6,0xE600,hangul_base_code
19,56,␠,10 12,0x1210,punct_space_base_code
19,57,␠,10 12,0x1210,punct_space_base_code
19,58,␠,10 12,0x1210,punct_space_base_code
19,59,␠,10 12,0x1210,punct_space_base_code
19,60,␠,10 12,0x1210,punct_space_base_code
19,61,␠,10 12,0x1210,punct_space_base_code
19,62,␠,10 12,0x1210,punct_space_base_code
19,63,␠,10 12,0x1210,punct_space_base_code
19,64,␠,10 12,0x1210,punct_space_base_code
19,65,␠,10 12,0x1210,punct_space_base_code
19,66,␠,10 12,0x1210,punct_space_base_code
19,67,␠,10 12,0x1210,punct_space_base_code
19,68,다,C0 27,0x27C0,hangul_base_code
19,69,카,80 E6,0xE680,hangul_base_code
19,70,하,50 E3,0xE350,hangul_base_code
19,71,시,C0 3F,0x3FC0,hangul_base_code
19,72,␠,10 12,0x1210,punct_space_base_code
19,73,마,B0 34,0x34B0,hangul_base_code
19,74,코,10 E2,0xE210,hangul_base_code
19,75,토,D0 E6,0xE6D0,hangul_base_code
19,76,␠,10 12,0x1210,punct_space_base_code
19,77,␠,10 12,0x1210,punct_space_base_code
19,78,␠,10 12,0x1210,punct_space_base_code
19,79,␠,10 12,0x1210,punct_space_base_code
19,80,␠,10 12,0x1210,punct_space_base_code
19,81,␠,10 12,0x1210,punct_space_base_code
19,82,␠,10 12,0x1210,punct_space_base_code
19,83,␠,10 12,0x1210,punct_space_base_code
19,84,␠,10 12,0x1210,punct_space_base_code
19,85,␠,10 12,0x1210,punct_space_base_code
19,86,␠,10 12,0x1210,punct_space_base_code
19,87,␠,10 12,0x1210,punct_space_base_code
19,88,키,A0 E6,0xE6A0,hangul_base_code
19,89,야,00 6C,0x6C00,hangul_base_code
19,90,스,70 3F,0x3F70,hangul_base_code
19,91,␠,10 12,0x1210,punct_space_base_code
19,92,␠,10 12,0x1210,punct_space_base_code
19,93,다,C0 27,0x27C0,hangul_base_code
19,94,이,90 DE,0xDE90,hangul_base_code
19,95,스,70 3F,0x3F70,hangul_base_code
19,96,케,00 E2,0xE200,hangul_base_code
19,97,␠,10 12,0x1210,punct_space_base_code
19,98,␠,10 12,0x1210,punct_space_base_code
19,99,␠,10 12,0x1210,punct_space_base_code
19,100,␠,10 12,0x1210,punct_space_base_code
19,101,␠,10 12,0x1210,punct_space_base_code
19,102,␠,10 12,0x1210,punct_space_base_code
19,103,␠,10 12,0x1210,punct_space_base_code
19,104,␠,10 12,0x1210,punct_space_base_code
19,105,␠,10 12,0x1210,punct_space_base_code
19,106,␠,10 12,0x1210,punct_space_base_code
19,107,␠,10 12,0x1210,punct_space_base_code
19,108,곤,90 E5,0xE590,hangul_base_code
19,109,노,C0 E5,0xE5C0,hangul_base_code
19,110,␠,10 12,0x1210,punct_space_base_code
19,111,␠,10 12,0x1210,punct_space_base_code
19,112,␠,10 12,0x1210,punct_space_base_code
19,113,헤,00 E7,0xE700,hangul_base_code
19,114,이,90 DE,0xDE90,hangul_base_code
19,115,이,90 DE,0xDE90,hangul_base_code
19,116,치,A0 E1,0xE1A0,hangul_base_code
19,117,␠,10 12,0x1210,punct_space_base_code
19,118,␠,10 12,0x1210,punct_space_base_code
19,119,␠,10 12,0x1210,punct_space_base_code
19,120,␠,10 12,0x1210,punct_space_base_code
19,121,␠,10 12,0x1210,punct_space_base_code
19,122,␠,10 12,0x1210,punct_space_base_code
19,123,␠,10 12,0x1210,punct_space_base_code
19,124,␠,10 12,0x1210,punct_space_base_code
19,125,␠,10 12,0x1210,punct_space_base_code
19,126,␠,10 12,0x1210,punct_space_base_code
19,127,␠,10 12,0x1210,punct_space_base_code
19,128,다,C0 27,0x27C0,hangul_base_code
19,129,나,B0 24,0x24B0,hangul_base_code
19,130,카,80 E6,0xE680,hangul_base_code
19,131,␠,10 12,0x1210,punct_space_base_code
19,132,␠,10 12,0x1210,punct_space_base_code
19,133,츠,70 E6,0xE670,hangul_base_code
19,134,요,F0 C7,0xC7F0,hangul_base_code
19,135,시,C0 3F,0x3FC0,hangul_base_code
19,136,␠,10 12,0x1210,punct_space_base_code
19,137,␠,10 12,0x1210,punct_space_base_code
19,138,␠,10 12,0x1210,punct_space_base_code
19,139,␠,10 12,0x1210,punct_space_base_code
19,140,␠,10 12,0x1210,punct_space_base_code
19,141,␠,10 12,0x1210,punct_space_base_code
19,142,␠,10 12,0x1210,punct_space_base_code
19,143,␠,10 12,0x1210,punct_space_base_code
19,144,␠,10 12,0x1210,punct_space_base_code
19,145,␠,10 12,0x1210,punct_space_base_code
19,146,␠,10 12,0x1210,punct_space_base_code
19,147,␠,10 12,0x1210,punct_space_base_code
19,148,토,D0 E6,0xE6D0,hangul_base_code
19,149,리,70 34,0x3470,hangul_base_code
19,150,우,F0 CD,0xCDF0,hangul_base_code
19,151,미,50 39,0x3950,hangul_base_code
19,152,␠,10 12,0x1210,punct_space_base_code
19,153,히,60 E5,0xE560,hangul_base_code
19,154,로,D0 31,0x31D0,hangul_base_code
19,155,시,C0 3F,0x3FC0,hangul_base_code
19,156,␠,10 12,0x1210,punct_space_base_code
19,157,␠,10 12,0x1210,punct_space_base_code
19,158,␠,10 12,0x1210,punct_space_base_code
19,159,␠,10 12,0x1210,punct_space_base_code
19,END,␃,0F,0x000F,segment_end
20,0,␠,10 12,0x1210,punct_space_base_code
20,1,웍,40 E6,0xE640,hangul_base_code
20,2,스,70 3F,0x3F70,hangul_base_code
20,3,␠,10 12,0x1210,punct_space_base_code
20,4,␠,10 12,0x1210,punct_space_base_code
20,5,␠,10 12,0x1210,punct_space_base_code
20,6,␠,10 12,0x1210,punct_space_base_code
20,7,␠,10 12,0x1210,punct_space_base_code
20,8,요,F0 C7,0xC7F0,hangul_base_code
20,9,시,C0 3F,0x3FC0,hangul_base_code
20,10,미,50 39,0x3950,hangul_base_code
20,11,네,90 25,0x2590,hangul_base_code
20,12,␠,10 12,0x1210,punct_space_base_code
20,13,토,D0 E6,0xE6D0,hangul_base_code
20,14,요,F0 C7,0xC7F0,hangul_base_code
20,15,히,60 E5,0xE560,hangul_base_code
20,16,코,10 E2,0xE210,hangul_base_code
20,17,␠,10 12,0x1210,punct_space_base_code
20,18,␠,10 12,0x1210,punct_space_base_code
20,19,␠,10 12,0x1210,punct_space_base_code
20,20,␠,10 12,0x1210,punct_space_base_code
20,21,␠,10 12,0x1210,punct_space_base_code
20,22,␠,10 12,0x1210,punct_space_base_code
20,23,␠,10 12,0x1210,punct_space_base_code
20,24,␠,10 12,0x1210,punct_space_base_code
20,25,␠,10 12,0x1210,punct_space_base_code
20,26,␠,10 12,0x1210,punct_space_base_code
20,27,␠,10 12,0x1210,punct_space_base_code
20,28,기,B0 21,0x21B0,hangul_base_code
20,29,쿠,90 E6,0xE690,hangul_base_code
20,30,치,A0 E1,0xE1A0,hangul_base_code
20,31,␠,10 12,0x1210,punct_space_base_code
20,32,␠,10 12,0x1210,punct_space_base_code
20,33,에,40 9F,0x9F40,hangul_base_code
20,34,이,90 DE,0xDE90,hangul_base_code
20,35,지,10 E0,0xE010,hangul_base_code
20,36,␠,10 12,0x1210,punct_space_base_code
20,37,␠,10 12,0x1210,punct_space_base_code
20,38,␠,10 12,0x1210,punct_space_base_code
20,39,␠,10 12,0x1210,punct_space_base_code
20,40,␠,10 12,0x1210,punct_space_base_code
20,41,␠,10 12,0x1210,punct_space_base_code
20,42,␠,10 12,0x1210,punct_space_base_code
20,43,␠,10 12,0x1210,punct_space_base_code
20,44,␠,10 12,0x1210,punct_space_base_code
20,45,␠,10 12,0x1210,punct_space_base_code
20,46,␠,10 12,0x1210,punct_space_base_code
20,47,␠,10 12,0x1210,punct_space_base_code
20,48,미,50 39,0x3950,hangul_base_code
20,49,나,B0 24,0x24B0,hangul_base_code
20,50,미,50 39,0x3950,hangul_base_code
20,51,야,00 6C,0x6C00,hangul_base_code
20,52,␠,10 12,0x1210,punct_space_base_code
20,53,타,20 E2,0xE220,hangul_base_code
20,54,케,00 E2,0xE200,hangul_base_code
20,55,히,60 E5,0xE560,hangul_base_code
20,56,로,D0 31,0x31D0,hangul_base_code
20,57,␠,10 12,0x1210,punct_space_base_code
20,58,␠,10 12,0x1210,punct_space_base_code
20,59,␠,10 12,0x1210,punct_space_base_code
20,60,␠,10 12,0x1210,punct_space_base_code
20,61,␠,10 12,0x1210,punct_space_base_code
20,62,␠,10 12,0x1210,punct_space_base_code
20,63,␠,10 12,0x1210,punct_space_base_code
20,64,␠,10 12,0x1210,punct_space_base_code
20,65,␠,10 12,0x1210,punct_space_base_code
20,66,␠,10 12,0x1210,punct_space_base_code
20,67,␠,10 12,0x1210,punct_space_base_code
20,68,호,50 E4,0xE450,hangul_base_code
20,69,사,E0 3C,0x3CE0,hangul_base_code
20,70,카,80 E6,0xE680,hangul_base_code
20,71,␠,10 12,0x1210,punct_space_base_code
20,72,␠,10 12,0x1210,punct_space_base_code
20,73,토,D0 E6,0xE6D0,hangul_base_code
20,74,오,B0 9F,0x9FB0,hangul_base_code
20,75,루,00 E6,0xE600,hangul_base_code
20,76,␠,10 12,0x1210,punct_space_base_code
20,77,␠,10 12,0x1210,punct_space_base_code
20,78,␠,10 12,0x1210,punct_space_base_code
20,79,␠,10 12,0x1210,punct_space_base_code
20,80,␠,10 12,0x1210,punct_space_base_code
20,81,␠,10 12,0x1210,punct_space_base_code
20,82,␠,10 12,0x1210,punct_space_base_code
20,83,␠,10 12,0x1210,punct_space_base_code
20,84,␠,10 12,0x1210,punct_space_base_code
20,85,␠,10 12,0x1210,punct_space_base_code
20,86,␠,10 12,0x1210,punct_space_base_code
20,87,␠,10 12,0x1210,punct_space_base_code
20,88,이,90 DE,0xDE90,hangul_base_code
20,89,소,D0 3D,0x3DD0,hangul_base_code
20,90,다,C0 27,0x27C0,hangul_base_code
20,91,␠,10 12,0x1210,punct_space_base_code
20,92,␠,10 12,0x1210,punct_space_base_code
20,93,코,10 E2,0xE210,hangul_base_code
20,94,우,F0 CD,0xCDF0,hangul_base_code
20,95,지,10 E0,0xE010,hangul_base_code
20,96,␠,10 12,0x1210,punct_space_base_code
20,97,␠,10 12,0x1210,punct_space_base_code
20,98,␠,10 12,0x1210,punct_space_base_code
20,99,␠,10 12,0x1210,punct_space_base_code
20,END,␃,0F,0x000F,segment_end
21,0,␠,10 12,0x1210,punct_space_base_code
21,1,제,F0 E3,0xE3F0,hangul_base_code
21,2,작,10 DF,0xDF10,hangul_base_code
21,3,협,10 E7,0xE710,hangul_base_code
21,4,력,E0 E5,0xE5E0,hangul_base_code
21,5,␠,10 12,0x1210,punct_space_base_code
21,6,␠,10 12,0x1210,punct_space_base_code
21,7,␠,10 12,0x1210,punct_space_base_code
21,8,후,C0 E4,0xE4C0,hangul_base_code
21,9,쿠,90 E6,0xE690,hangul_base_code
21,10,시,C0 3F,0x3FC0,hangul_base_code
21,11,마,B0 34,0x34B0,hangul_base_code
21,12,␠,10 12,0x1210,punct_space_base_code
21,13,지,10 E0,0xE010,hangul_base_code
21,14,로,D0 31,0x31D0,hangul_base_code
21,15,␠,10 12,0x1210,punct_space_base_code
21,16,␠,10 12,0x1210,punct_space_base_code
21,17,␠,10 12,0x1210,punct_space_base_code
21,18,␠,10 12,0x1210,punct_space_base_code
21,19,␠,10 12,0x1210,punct_space_base_code
21,20,␠,10 12,0x1210,punct_space_base_code
21,21,␠,10 12,0x1210,punct_space_base_code
21,22,␠,10 12,0x1210,punct_space_base_code
21,23,␠,10 12,0x1210,punct_space_base_code
21,24,␠,10 12,0x1210,punct_space_base_code
21,25,␠,10 12,0x1210,punct_space_base_code
21,26,␠,10 12,0x1210,punct_space_base_code
21,27,␠,10 12,0x1210,punct_space_base_code
21,28,후,C0 E4,0xE4C0,hangul_base_code
21,29,쿠,90 E6,0xE690,hangul_base_code
21,30,시,C0 3F,0x3FC0,hangul_base_code
21,31,마,B0 34,0x34B0,hangul_base_code
21,32,␠,10 12,0x1210,punct_space_base_code
21,33,카,80 E6,0xE680,hangul_base_code
21,34,즈,50 E6,0xE650,hangul_base_code
21,35,유,20 DE,0xDE20,hangul_base_code
21,36,키,A0 E6,0xE6A0,hangul_base_code
21,37,␠,10 12,0x1210,punct_space_base_code
21,38,␠,10 12,0x1210,punct_space_base_code
21,39,␠,10 12,0x1210,punct_space_base_code
21,40,␠,10 12,0x1210,punct_space_base_code
21,41,␠,10 12,0x1210,punct_space_base_code
21,42,␠,10 12,0x1210,punct_space_base_code
21,43,␠,10 12,0x1210,punct_space_base_code
21,44,␠,10 12,0x1210,punct_space_base_code
21,45,␠,10 12,0x1210,punct_space_base_code
21,46,␠,10 12,0x1210,punct_space_base_code
21,47,␠,10 12,0x1210,punct_space_base_code
21,48,후,C0 E4,0xE4C0,hangul_base_code
21,49,쿠,90 E6,0xE690,hangul_base_code
21,50,시,C0 3F,0x3FC0,hangul_base_code
21,51,마,B0 34,0x34B0,hangul_base_code
21,52,␠,10 12,0x1210,punct_space_base_code
21,53,유,20 DE,0xDE20,hangul_base_code
21,54,지,10 E0,0xE010,hangul_base_code
21,55,␠,10 12,0x1210,punct_space_base_code
21,56,␠,10 12,0x1210,punct_space_base_code
21,57,␠,10 12,0x1210,punct_space_base_code
21,58,␠,10 12,0x1210,punct_space_base_code
21,59,␠,10 12,0x1210,punct_space_base_code
21,60,␠,10 12,0x1210,punct_space_base_code
21,61,␠,10 12,0x1210,punct_space_base_code
21,62,␠,10 12,0x1210,punct_space_base_code
21,63,␠,10 12,0x1210,punct_space_base_code
21,64,␠,10 12,0x1210,punct_space_base_code
21,65,␠,10 12,0x1210,punct_space_base_code
21,66,␠,10 12,0x1210,punct_space_base_code
21,67,␠,10 12,0x1210,punct_space_base_code
21,68,이,90 DE,0xDE90,hangul_base_code
21,69,토,D0 E6,0xE6D0,hangul_base_code
21,70,␠,10 12,0x1210,punct_space_base_code
21,71,␠,10 12,0x1210,punct_space_base_code
21,72,␠,10 12,0x1210,punct_space_base_code
21,73,지,10 E0,0xE010,hangul_base_code
21,74,로,D0 31,0x31D0,hangul_base_code
21,75,␠,10 12,0x1210,punct_space_base_code
21,76,␠,10 12,0x1210,punct_space_base_code
21,77,␠,10 12,0x1210,punct_space_base_code
21,78,␠,10 12,0x1210,punct_space_base_code
21,79,␠,10 12,0x1210,punct_space_base_code
21,80,␠,10 12,0x1210,punct_space_base_code
21,81,␠,10 12,0x1210,punct_space_base_code
21,82,␠,10 12,0x1210,punct_space_base_code
21,83,␠,10 12,0x1210,punct_space_base_code
21,84,␠,10 12,0x1210,punct_space_base_code
21,85,␠,10 12,0x1210,punct_space_base_code
21,86,␠,10 12,0x1210,punct_space_base_code
21,87,␠,10 12,0x1210,punct_space_base_code
21,88,다,C0 27,0x27C0,hangul_base_code
21,89,테,60 E2,0xE260,hangul_base_code
21,90,␠,10 12,0x1210,punct_space_base_code
21,91,␠,10 12,0x1210,punct_space_base_code
21,92,␠,10 12,0x1210,punct_space_base_code
21,93,나,B0 24,0x24B0,hangul_base_code
21,94,오,B0 9F,0x9FB0,hangul_base_code
21,95,히,60 E5,0xE560,hangul_base_code
21,96,코,10 E2,0xE210,hangul_base_code
21,97,␠,10 12,0x1210,punct_space_base_code
21,98,␠,10 12,0x1210,punct_space_base_code
