작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,빨강색보존,메모
681,문자,0x9C56,0x9C57,569,했,C0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
682,문자,0x9C58,0x9C59,570,으,30 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
683,문자,0x9C5A,0x9C5B,571,니,F0 25,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
684,문자,0x9C5C,0x9C5D,572,까,F0 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
685,문자,0x9C5E,0x9C5F,573,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
686,문자,0x9C60,0x9C61,574,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
687,문자,0x9C62,0x9C63,575,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
688,제어,0x9C64,0x9C66,,,19 00 7E,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9C64→0x9C67. 제어토큰 기존 바이트 유지.
689,제어,0x9C67,0x9C68,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9C67→0x9C69. 제어토큰 기존 바이트 유지.
690,제어,0x9C69,0x9C6A,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9C69→0x9C6B. 제어토큰 기존 바이트 유지.
691,제어,0x9C6B,0x9C6F,,,14 00 00 40 80,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9C6B→0x9C70. 제어토큰 기존 바이트 유지.
692,제어,0x9C70,0x9C72,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9C70→0x9C73. 제어토큰 기존 바이트 유지.
693,제어,0x9C73,0x9C74,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9C73→0x9C75. 제어토큰 기존 바이트 유지.
694,문자,0x9C75,0x9C76,576,그,58 21,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
695,문자,0x9C77,0x9C78,577,치,A8 E1,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
696,문자,0x9C79,0x9C7A,578,만,D8 34,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
697,문자,0x9C7B,0x9C7C,579,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
698,문자,0x9C7D,0x9C7E,580,아,08 56,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
699,문자,0x9C7F,0x9C80,581,니,F8 25,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
700,문자,0x9C81,0x9C82,582,었,08 7E,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
701,문자,0x9C83,0x9C84,583,어,08 70,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
702,문자,0x9C85,0x9C86,584,、,20 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
703,문자,0x9C87,0x9C88,585,난,C8 24,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
704,문자,0x9C89,0x9C8A,586,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
705,문자,0x9C8B,0x9C8C,587,도,28 2E,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
706,문자,0x9C8D,0x9C8E,588,망,08 35,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
707,문자,0x9C8F,0x9C90,589,치,A8 E1,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
708,문자,0x9C91,0x9C92,590,고,88 20,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
709,문자,0x9C93,0x9C94,591,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
710,문자,0x9C95,0x9C96,592,싶,08 44,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
711,문자,0x9C97,0x9C98,593,었,08 7E,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
712,문자,0x9C99,0x9C9A,594,을,58 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
713,문자,0x9C9B,0x9C9C,595,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
714,문자,0x9C9D,0x9C9E,596,뿐,98 3C,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
715,문자,0x9C9F,0x9CA0,597,이,98 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
716,문자,0x9CA1,0x9CA2,598,야,08 6C,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
717,문자,0x9CA3,0x9CA4,599,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
718,문자,0x9CA5,0x9CA6,600,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
719,문자,0x9CA7,0x9CA8,601,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
720,제어,0x9CA9,0x9CAB,,,12 00 20,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9CA9→0x9CAC. 제어토큰 기존 바이트 유지.
721,문자,0x9CAC,0x9CAD,602,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
722,문자,0x9CAE,0x9CAF,603,모,A8 35,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
723,문자,0x9CB0,0x9CB1,604,든,08 30,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
724,문자,0x9CB2,0x9CB3,605,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
725,문자,0x9CB4,0x9CB5,606,것,F8 1D,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
726,문자,0x9CB6,0x9CB7,607,들,18 30,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
727,문자,0x9CB8,0x9CB9,608,로,D8 31,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
728,문자,0x9CBA,0x9CBB,609,부,08 3C,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
729,문자,0x9CBC,0x9CBD,610,터,58 E2,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
730,문자,0x9CBE,0x9CBF,611,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
731,문자,0x9CC0,0x9CC1,612,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
732,문자,0x9CC2,0x9CC3,613,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
733,제어,0x9CC4,0x9CC5,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9CC4→0x9CC6. 제어토큰 기존 바이트 유지.
734,문자,0x9CC6,0x9CC7,614,고,88 20,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
735,문자,0x9CC8,0x9CC9,615,민,68 39,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
736,문자,0x9CCA,0x9CCB,616,이,98 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
737,문자,0x9CCC,0x9CCD,617,나,B8 24,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
738,문자,0x9CCE,0x9CCF,618,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
739,문자,0x9CD0,0x9CD1,619,마,B8 34,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
740,문자,0x9CD2,0x9CD3,620,주,F8 F5,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
741,문자,0x9CD4,0x9CD5,621,치,A8 E1,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
742,문자,0x9CD6,0x9CD7,622,기,B8 21,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
743,문자,0x9CD8,0x9CD9,623,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
744,문자,0x9CDA,0x9CDB,624,싫,F8 3F,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
745,문자,0x9CDC,0x9CDD,625,은,48 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
746,문자,0x9CDE,0x9CDF,626,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
747,문자,0x9CE0,0x9CE1,627,현,38 E4,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
748,문자,0x9CE2,0x9CE3,628,실,E8 3F,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
749,문자,0x9CE4,0x9CE5,629,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
750,문자,0x9CE6,0x9CE7,630,같,08 1C,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
751,문자,0x9CE8,0x9CE9,631,은,48 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
752,문자,0x9CEA,0x9CEB,632,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
753,문자,0x9CEC,0x9CED,633,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
754,문자,0x9CEE,0x9CEF,634,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
755,문자,0x9CF0,0x9CF1,635,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
756,문자,0x9CF2,0x9CF3,636,사,E8 3C,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
757,문자,0x9CF4,0x9CF5,637,실,E8 3F,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
758,문자,0x9CF6,0x9CF7,638,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
759,문자,0x9CF8,0x9CF9,639,나,B8 24,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
760,문자,0x9CFA,0x9CFB,640,도,28 2E,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
761,문자,0x9CFC,0x9CFD,641,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
762,문자,0x9CFE,0x9CFF,642,이,98 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
763,문자,0x9D00,0x9D01,643,미,58 39,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
764,문자,0x9D02,0x9D03,644,␠,18 12,2,e0eed1,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
765,문자,0x9D04,0x9D05,645,알,08 60,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
766,문자,0x9D06,0x9D07,646,고,88 20,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
767,문자,0x9D08,0x9D09,647,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
768,문자,0x9D0A,0x9D0B,648,있,F8 DE,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
769,문자,0x9D0C,0x9D0D,649,었,08 7E,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
770,문자,0x9D0E,0x9D0F,650,어,08 70,2,e0eed1,N,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
771,문자,0x9D10,0x9D11,651,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
772,문자,0x9D12,0x9D13,652,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
773,문자,0x9D14,0x9D15,653,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
774,제어,0x9D16,0x9D18,,,19 00 7D,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D16→0x9D19. 제어토큰 기존 바이트 유지.
775,제어,0x9D19,0x9D1A,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D19→0x9D1B. 제어토큰 기존 바이트 유지.
776,제어,0x9D1B,0x9D1C,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D1B→0x9D1D. 제어토큰 기존 바이트 유지.
777,제어,0x9D1D,0x9D1F,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D1D→0x9D20. 제어토큰 기존 바이트 유지.
778,제어,0x9D20,0x9D21,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D20→0x9D22. 제어토큰 기존 바이트 유지.
779,문자,0x9D22,0x9D23,654,이,90 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
780,문자,0x9D24,0x9D25,655,제,F0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
781,제어,0x9D26,0x9D29,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D26→0x9D2A. 제어토큰 기존 바이트 유지.
782,문자,0x9D2A,0x9D2B,656,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
783,문자,0x9D2C,0x9D2D,657,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
784,문자,0x9D2E,0x9D2F,658,떻,B0 30,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
785,문자,0x9D30,0x9D31,659,게,00 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
786,문자,0x9D32,0x9D33,660,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
787,문자,0x9D34,0x9D35,661,되,80 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
788,문자,0x9D36,0x9D37,662,든,00 30,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
789,문자,0x9D38,0x9D39,663,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
790,문자,0x9D3A,0x9D3B,664,상,20 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
791,문자,0x9D3C,0x9D3D,665,관,C0 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
792,문자,0x9D3E,0x9D3F,666,없,00 7C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
793,문자,0x9D40,0x9D41,667,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
794,문자,0x9D42,0x9D43,668,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
795,문자,0x9D44,0x9D45,669,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
796,문자,0x9D46,0x9D47,670,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
797,문자,0x9D48,0x9D49,671,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
798,문자,0x9D4A,0x9D4B,672,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
799,문자,0x9D4C,0x9D4D,673,저,90 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
800,문자,0x9D4E,0x9D4F,674,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
801,문자,0x9D50,0x9D51,675,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
802,문자,0x9D52,0x9D53,676,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
803,문자,0x9D54,0x9D55,677,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
804,문자,0x9D56,0x9D57,678,도,20 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
805,문자,0x9D58,0x9D59,679,망,00 35,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
806,문자,0x9D5A,0x9D5B,680,치,A0 E1,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
807,문자,0x9D5C,0x9D5D,681,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
808,문자,0x9D5E,0x9D5F,682,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
809,문자,0x9D60,0x9D61,683,싶,00 44,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
810,문자,0x9D62,0x9D63,684,을,50 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
811,문자,0x9D64,0x9D65,685,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
812,문자,0x9D66,0x9D67,686,뿐,90 3C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
813,문자,0x9D68,0x9D69,687,이,90 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
814,문자,0x9D6A,0x9D6B,688,야,00 6C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
815,문자,0x9D6C,0x9D6D,689,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
816,문자,0x9D6E,0x9D6F,690,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
817,문자,0x9D70,0x9D71,691,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
818,제어,0x9D72,0x9D76,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D72→0x9D77. 제어토큰 기존 바이트 유지.
819,제어,0x9D77,0x9D78,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D77→0x9D79. 제어토큰 기존 바이트 유지.
820,제어,0x9D79,0x9D7C,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9D79→0x9D7D. 제어토큰 기존 바이트 유지.
821,문자,0x9D7D,0x9D7E,692,넌,60 25,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
822,문자,0x9D7F,0x9D80,693,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
823,문자,0x9D81,0x9D82,694,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
824,문자,0x9D83,0x9D84,695,런,50 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
825,문자,0x9D85,0x9D86,696,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
826,문자,0x9D87,0x9D88,697,적,A0 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
827,문자,0x9D89,0x9D8A,698,이,90 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
828,문자,0x9D8B,0x9D8C,699,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
829,문자,0x9D8D,0x9D8E,700,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
830,문자,0x9D8F,0x9D90,701,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
831,문자,0x9D91,0x9D92,702,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
832,문자,0x9D93,0x9D94,703,한,70 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
833,문자,0x9D95,0x9D96,704,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
834,문자,0x9D97,0x9D98,705,번,70 3B,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
835,문자,0x9D99,0x9D9A,706,도,20 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
836,문자,0x9D9B,0x9D9C,707,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
837,문자,0x9D9D,0x9D9E,708,없,00 7C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
838,문자,0x9D9F,0x9DA0,709,었,00 7E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
839,문자,0x9DA1,0x9DA2,710,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
840,문자,0x9DA3,0x9DA4,711,？,90 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
841,제어,0x9DA5,0x9DA7,,,19 00 7E,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9DA5→0x9DA8. 제어토큰 기존 바이트 유지.
842,제어,0x9DA8,0x9DA9,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9DA8→0x9DAA. 제어토큰 기존 바이트 유지.
843,제어,0x9DAA,0x9DAB,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9DAA→0x9DAC. 제어토큰 기존 바이트 유지.
844,제어,0x9DAC,0x9DAE,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9DAC→0x9DAF. 제어토큰 기존 바이트 유지.
845,제어,0x9DAF,0x9DB0,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9DAF→0x9DB1. 제어토큰 기존 바이트 유지.
846,문자,0x9DB1,0x9DB2,712,나,B0 24,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
847,문자,0x9DB3,0x9DB4,713,도,20 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
848,제어,0x9DB5,0x9DB9,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9DB5→0x9DBA. 제어토큰 기존 바이트 유지.
